VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2006,1.668939989,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2007,1.672002826,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2008,1.675065663,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2009,1.553979865,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2010,1.432894068,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2011,1.311808271,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2012,1.190722473,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2013,1.069636676,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2014,0.948550878,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2015,0.827465081,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2016,0.706379283,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2017,0.768119375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2018,0.722943313,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2019,0.933207011,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Georgia,2020,1.117748302,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2000,0.200649351,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2001,0.547251948,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2002,0.470508442,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2003,0.604111039,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2004,0.520311688,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2005,0.498331169,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2006,0.453974026,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2007,0.450787013,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2008,0.52170974,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2009,0.535072078,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2010,0.448273377,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2011,0.517355844,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2012,0.552641558,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2013,0.537472727,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2014,0.55952013,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2015,0.622297403,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2016,0.587401299,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2017,0.598442857,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2018,0.751993506,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2019,0.697838312,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2020,0.697838312,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2000,1.160142349,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2001,1.206628114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2002,1.253113879,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2003,1.299599644,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2004,1.346085409,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2005,1.392571174,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2006,1.439056939,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2007,1.485542705,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2008,1.53202847,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2009,1.578514235,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2010,1.625,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2011,1.671485765,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2012,1.71797153,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2013,1.764457295,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2014,1.810943061,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2015,1.857428826,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2016,1.903914591,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2017,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2018,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2019,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2020,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2000,13.255847953,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2001,13.071637427,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2002,12.309941521,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2003,12.473684211,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2004,12.60380117,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2005,12.717836257,%,E,False
