World_Bank_Income_Group,Region,Country,ISO3,Subgroup,Indicator,DQQ_Question,Indicator_Number,Unit,Mean,Lower_95_CI,Upper_95_CI,n,Start_Date,End_Date,Start_Year,End_Year
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Instant noodles,DQQ23,45,Percentage,1.71,0.74,3.91,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Instant noodles,DQQ23,45,Percentage,1.09,0.4,2.93,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,Fast food,DQQ29,46,Percentage,4.07,2.48,6.04,1000,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,Fast food,DQQ29,46,Percentage,5.59,3.24,9.48,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,Fast food,DQQ29,46,Percentage,2.78,1.5,5.09,680,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Fast food,DQQ29,46,Percentage,4.81,2.79,8.18,568,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Fast food,DQQ29,46,Percentage,2.93,1.33,6.34,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,More than one sugary food or beverage,NA,47,Percentage,75.92,72.18,79.48,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,More than one sugary food or beverage,NA,47,Percentage,77.63,71.21,82.96,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,More than one sugary food or beverage,NA,47,Percentage,74.47,70.2,78.32,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,More than one sugary food or beverage,NA,47,Percentage,73.11,67.21,78.29,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,More than one sugary food or beverage,NA,47,Percentage,80.26,76.1,83.85,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,Sweet foods,NA,48,Percentage,68.36,64.53,72.08,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,Sweet foods,NA,48,Percentage,65.86,59.84,71.41,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,Sweet foods,NA,48,Percentage,70.5,66.14,74.51,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Sweet foods,NA,48,Percentage,65.96,60.46,71.06,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Sweet foods,NA,48,Percentage,72.07,66.57,76.98,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,Baked or grain-based sweets,DQQ11,49,Percentage,40.37,36.32,44.5,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,Baked or grain-based sweets,DQQ11,49,Percentage,37.79,31.99,43.97,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,Baked or grain-based sweets,DQQ11,49,Percentage,42.57,37.66,47.64,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Baked or grain-based sweets,DQQ11,49,Percentage,40.57,35.24,46.13,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Baked or grain-based sweets,DQQ11,49,Percentage,40.07,34.02,46.43,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,Other sweets,DQQ12,50,Percentage,56.92,52.96,60.84,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,Other sweets,DQQ12,50,Percentage,55.63,49.5,61.6,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,Other sweets,DQQ12,50,Percentage,58.02,53.4,62.5,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Other sweets,DQQ12,50,Percentage,52.71,47.15,58.2,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Other sweets,DQQ12,50,Percentage,63.41,57.82,68.66,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,Sweet beverages,NA,51,Percentage,85.72,82.95,88.29,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,Sweet beverages,NA,51,Percentage,87.38,82.62,90.99,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,Sweet beverages,NA,51,Percentage,84.3,80.48,87.49,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Sweet beverages,NA,51,Percentage,86.11,81.99,89.42,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Sweet beverages,NA,51,Percentage,85.12,80.85,88.57,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,43.89,39.69,48.12,1000,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,54.99,48.75,61.09,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,34.42,30.03,39.09,680,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,42.78,36.99,48.76,568,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,45.6,39.74,51.58,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,68.83,65.56,72,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,67.4,61.48,72.82,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,70.04,65.62,74.12,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,68.07,63.54,72.28,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,69.99,64.83,74.69,432,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,All,Fruit juice and fruit drinks,DQQ27,54,Percentage,33.83,30.05,37.73,999,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Male,Fruit juice and fruit drinks,DQQ27,54,Percentage,35.04,29.29,41.27,320,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Female,Fruit juice and fruit drinks,DQQ27,54,Percentage,32.8,28.73,37.14,679,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Urban,Fruit juice and fruit drinks,DQQ27,54,Percentage,35.74,30.4,41.45,567,2024_06_29,2024_08_27,2024,2024
Upper middle income,Europe and Central Asia,Georgia,GEO,Rural,Fruit juice and fruit drinks,DQQ27,54,Percentage,30.9,26.1,36.15,432,2024_06_29,2024_08_27,2024,2024
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,MDD-W,NA,1,Percentage,44.14,38.48,49.96,401,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,MDD-W,NA,1,Percentage,44.76,37.18,52.59,256,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,MDD-W,NA,1,Percentage,43.01,33.67,52.88,145,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,All-5,NA,2,Percentage,20.44,17.06,24.05,997,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,All-5,NA,2,Percentage,21.04,16.67,26.2,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,All-5,NA,2,Percentage,19.88,15.43,25.22,490,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,All-5,NA,2,Percentage,21.42,17.51,25.92,647,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,All-5,NA,2,Percentage,18.81,13.07,26.31,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Protective Food Consumption,NA,3,Percentage,34.57,30.23,39.04,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Protective Food Consumption,NA,3,Percentage,35.72,30.08,41.79,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Protective Food Consumption,NA,3,Percentage,33.47,28.38,38.98,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Protective Food Consumption,NA,3,Percentage,37.04,31.62,42.81,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Protective Food Consumption,NA,3,Percentage,30.4,23.33,38.54,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Unhealthy Food Consumption,NA,4,Percentage,40.11,35.18,45.15,1000,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Unhealthy Food Consumption,NA,4,Percentage,41.87,36.09,47.88,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Unhealthy Food Consumption,NA,4,Percentage,38.45,32.55,44.71,493,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Unhealthy Food Consumption,NA,4,Percentage,48.13,41.31,55.01,650,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Unhealthy Food Consumption,NA,4,Percentage,26.59,20.25,34.06,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Healthy Diet Pattern,NA,5,Percentage,15.52,12.66,18.61,1000,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Healthy Diet Pattern,NA,5,Percentage,15.04,12.02,18.65,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Healthy Diet Pattern,NA,5,Percentage,15.98,12.09,20.81,493,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Healthy Diet Pattern,NA,5,Percentage,14.06,11.15,17.59,650,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Healthy Diet Pattern,NA,5,Percentage,17.98,12.61,24.97,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Dietary Diversity Score (DDS),NA,6,Score,4.5,4.32,4.68,996,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Dietary Diversity Score (DDS),NA,6,Score,4.64,4.39,4.89,506,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Dietary Diversity Score (DDS),NA,6,Score,4.36,4.15,4.57,490,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Dietary Diversity Score (DDS),NA,6,Score,4.58,4.35,4.81,646,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Dietary Diversity Score (DDS),NA,6,Score,4.37,4.08,4.66,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,NCD-Protect,NA,7,Score,2.95,2.79,3.11,997,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,NCD-Protect,NA,7,Score,3.05,2.85,3.25,506,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,NCD-Protect,NA,7,Score,2.85,2.65,3.05,491,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,NCD-Protect,NA,7,Score,2.95,2.74,3.16,647,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,NCD-Protect,NA,7,Score,2.94,2.69,3.19,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,NCD-Risk,NA,8,Score,1.45,1.28,1.61,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,NCD-Risk,NA,8,Score,1.62,1.4,1.83,506,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,NCD-Risk,NA,8,Score,1.29,1.11,1.46,493,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,NCD-Risk,NA,8,Score,1.71,1.49,1.92,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,NCD-Risk,NA,8,Score,1,0.74,1.26,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,GDR score,NA,9,Score,10.5,10.32,10.68,996,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,GDR score,NA,9,Score,10.44,10.21,10.66,505,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,GDR score,NA,9,Score,10.56,10.34,10.78,491,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,GDR score,NA,9,Score,10.24,10.03,10.45,646,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,GDR score,NA,9,Score,10.94,10.64,11.23,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,At least one starchy staple food,NA,10,Percentage,98.09,96.31,99.3,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,At least one starchy staple food,NA,10,Percentage,98.22,95.49,99.31,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,At least one starchy staple food,NA,10,Percentage,97.96,95.46,99.1,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,At least one starchy staple food,NA,10,Percentage,97.54,94.08,99,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,At least one starchy staple food,NA,10,Percentage,99.01,95.7,99.78,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Whole grains,DQQ2,11,Percentage,67.34,62.69,71.82,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Whole grains,DQQ2,11,Percentage,68.41,62.82,73.51,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Whole grains,DQQ2,11,Percentage,66.32,60.45,71.72,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Whole grains,DQQ2,11,Percentage,63.26,56.85,69.23,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Whole grains,DQQ2,11,Percentage,74.2,66.79,80.45,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Foods made from grains,DQQ1,12,Percentage,69.5,65.3,73.55,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Foods made from grains,DQQ1,12,Percentage,68.14,62.31,73.45,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Foods made from grains,DQQ1,12,Percentage,70.79,65.28,75.76,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Foods made from grains,DQQ1,12,Percentage,75.73,70.84,80.02,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Foods made from grains,DQQ1,12,Percentage,59.01,50.67,66.86,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,"White roots, tubers, or plantains",DQQ3,13,Percentage,48.21,43.85,52.59,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,"White roots, tubers, or plantains",DQQ3,13,Percentage,47.9,42.06,53.8,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,"White roots, tubers, or plantains",DQQ3,13,Percentage,48.51,43.48,53.57,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,"White roots, tubers, or plantains",DQQ3,13,Percentage,47.13,41.6,52.73,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,"White roots, tubers, or plantains",DQQ3,13,Percentage,50.04,41.37,58.7,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,80.23,76.35,83.84,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,82.74,78.28,86.43,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,77.85,72.27,82.57,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,78.53,73.39,82.91,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,83.09,75.68,88.58,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,"At least one pulse, nut, or seed",NA,15,Percentage,43.59,38.96,48.27,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,"At least one pulse, nut, or seed",NA,15,Percentage,47.71,41.89,53.59,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,"At least one pulse, nut, or seed",NA,15,Percentage,39.67,33.98,45.66,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,"At least one pulse, nut, or seed",NA,15,Percentage,41.62,36.9,46.5,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,"At least one pulse, nut, or seed",NA,15,Percentage,46.91,37.3,56.75,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Pulses,DQQ4,16,Percentage,17.15,14.3,20.2,999,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Pulses,DQQ4,16,Percentage,19.95,16.01,24.57,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Pulses,DQQ4,16,Percentage,14.49,11.32,18.37,492,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Pulses,DQQ4,16,Percentage,17.98,14.62,21.91,649,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Pulses,DQQ4,16,Percentage,15.75,11.49,21.21,350,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,All,Nuts or seeds,DQQ21,17,Percentage,33.14,28.37,38.09,1000,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Male,Nuts or seeds,DQQ21,17,Percentage,36.59,30.79,42.81,507,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Female,Nuts or seeds,DQQ21,17,Percentage,29.86,24.08,36.37,493,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Urban,Nuts or seeds,DQQ21,17,Percentage,28.81,24.21,33.89,650,2021_07_27,2021_09_05,2021,2021
Lower middle income,Sub-Saharan Africa,Ghana,GHA,Rural,Nuts or seeds,DQQ21,17,Percentage,40.45,30.09,51.74,350,2021_07_27,2021_09_05,2021,2021
